1,55; 104,40
1,65; 108,47
1,77; 72,23
1,91; 110,50
2,07; 99,32
2,25; 86,12
2,39; 88,49
2,54; 130,81
2,54; 158,58
2,76; 211,91
2,82; 215,78
3,10; 179,91
3,10; 212,25
3,26; 185,63
3,49; 216,04
3,62; 248,94
3,82; 299,10
4,00; 294,36
4,00; 289,28
